Sexo;Comunidades y Ciudades Autónomas;Nivel de formación alcanzado;Periodo;Total
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2018;30,6
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2019;33,0
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2020;40,5
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2021;45,9
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2022;40,1
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2023;32,9
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2024;29,2
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;29,3
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;32,9
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;32,4
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;24,7
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;22,2
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;23,6
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;22,4
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;24,4
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;23,1
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023;21,7
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024;17,7
Ambos sexos;05 Canarias;Educación superior;2014;68,7
Ambos sexos;05 Canarias;Educación superior;2015;62,1
Ambos sexos;05 Canarias;Educación superior;2016;58,1
Ambos sexos;05 Canarias;Educación superior;2017;56,7
Ambos sexos;05 Canarias;Educación superior;2018;52,5
Ambos sexos;05 Canarias;Educación superior;2019;59,2
Ambos sexos;05 Canarias;Educación superior;2020;74,5
Ambos sexos;05 Canarias;Educación superior;2021;65,3
Ambos sexos;05 Canarias;Educación superior;2022;48,3
Ambos sexos;05 Canarias;Educación superior;2023;43,8
Ambos sexos;05 Canarias;Educación superior;2024;42,6
Ambos sexos;06 Cantabria;Analfabetos;2014;..
Ambos sexos;06 Cantabria;Analfabetos;2015;..
Ambos sexos;06 Cantabria;Analfabetos;2016;0,0
Ambos sexos;06 Cantabria;Analfabetos;2017;0,3
Ambos sexos;06 Cantabria;Analfabetos;2018;0,1
Ambos sexos;06 Cantabria;Analfabetos;2019;0,1
Ambos sexos;06 Cantabria;Analfabetos;2020;0,1
Ambos sexos;06 Cantabria;Analfabetos;2021;..
Ambos sexos;06 Cantabria;Analfabetos;2022;0,1
Ambos sexos;06 Cantabria;Analfabetos;2023;..
Ambos sexos;06 Cantabria;Analfabetos;2024;0,0
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2014;0,1
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2015;0,4
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2016;..
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2017;0,3
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2018;0,1
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2019;0,1
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2020;0,3
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2021;0,2
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2022;..
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2023;..
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2024;0,2
Ambos sexos;06 Cantabria;Educación primaria;2014;4,0
Ambos sexos;06 Cantabria;Educación primaria;2015;1,9
Ambos sexos;06 Cantabria;Educación primaria;2016;2,1
Ambos sexos;06 Cantabria;Educación primaria;2017;1,8
Ambos sexos;06 Cantabria;Educación primaria;2018;1,2
Ambos sexos;06 Cantabria;Educación primaria;2019;1,0
Ambos sexos;06 Cantabria;Educación primaria;2020;1,0
Ambos sexos;06 Cantabria;Educación primaria;2021;1,2
Ambos sexos;06 Cantabria;Educación primaria;2022;0,7
Ambos sexos;06 Cantabria;Educación primaria;2023;0,4
Ambos sexos;06 Cantabria;Educación primaria;2024;0,7
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2014;19,6
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2015;20,2
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2016;14,6
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2017;12,4
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2018;9,9
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2019;10,8
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2020;11,9
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2021;11,8
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2022;9,3
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2023;6,2
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2024;6,0
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2014;7,7
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2015;6,4
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2016;5,4
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2017;5,1
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2018;5,0
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2019;3,9
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2020;3,8
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2021;3,5
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2022;3,7
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2023;3,8
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2024;4,0
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;7,4
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;5,3
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;5,3
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;5,5
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;4,0
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;3,7
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;4,4
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;3,9
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;3,4
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023;3,1
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024;3,1
Ambos sexos;06 Cantabria;Educación superior;2014;15,5
Ambos sexos;06 Cantabria;Educación superior;2015;14,6
Ambos sexos;06 Cantabria;Educación superior;2016;13,7
Ambos sexos;06 Cantabria;Educación superior;2017;11,8
Ambos sexos;06 Cantabria;Educación superior;2018;8,7
Ambos sexos;06 Cantabria;Educación superior;2019;8,3
Ambos sexos;06 Cantabria;Educación superior;2020;10,9
Ambos sexos;06 Cantabria;Educación superior;2021;10,4
Ambos sexos;06 Cantabria;Educación superior;2022;9,2
Ambos sexos;06 Cantabria;Educación superior;2023;9,0
Ambos sexos;06 Cantabria;Educación superior;2024;8,4
Ambos sexos;07 Castilla y León;Analfabetos;2014;2,4
Ambos sexos;07 Castilla y León;Analfabetos;2015;1,8
Ambos sexos;07 Castilla y León;Analfabetos;2016;1,3
Ambos sexos;07 Castilla y León;Analfabetos;2017;1,3
Ambos sexos;07 Castilla y León;Analfabetos;2018;1,6
Ambos sexos;07 Castilla y León;Analfabetos;2019;0,8
Ambos sexos;07 Castilla y León;Analfabetos;2020;0,7
Ambos sexos;07 Castilla y León;Analfabetos;2021;0,3
Ambos sexos;07 Castilla y León;Analfabetos;2022;0,3
Ambos sexos;07 Castilla y León;Analfabetos;2023;0,3
Ambos sexos;07 Castilla y León;Analfabetos;2024;0,4
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2014;3,6
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2015;4,2
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2016;4,7
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2017;2,7
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2018;2,5
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2019;2,1
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2020;1,6
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2021;1,0
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2022;1,7
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2023;1,1
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2024;2,3
Ambos sexos;07 Castilla y León;Educación primaria;2014;25,3
Ambos sexos;07 Castilla y León;Educación primaria;2015;23,0
Ambos sexos;07 Castilla y León;Educación primaria;2016;21,7
Ambos sexos;07 Castilla y León;Educación primaria;2017;17,8
Ambos sexos;07 Castilla y León;Educación primaria;2018;14,9
Ambos sexos;07 Castilla y León;Educación primaria;2019;15,4
Ambos sexos;07 Castilla y León;Educación primaria;2020;14,0
Ambos sexos;07 Castilla y León;Educación primaria;2021;13,1
Ambos sexos;07 Castilla y León;Educación primaria;2022;12,2
Ambos sexos;07 Castilla y León;Educación primaria;2023;11,6
Ambos sexos;07 Castilla y León;Educación primaria;2024;9,4
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2014;91,0
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2015;80,3
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2016;68,8
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2017;59,9
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2018;48,9
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2019;45,2
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2020;46,5
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2021;44,3
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2022;36,7
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2023;34,4
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2024;38,0
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2014;28,3
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2015;24,5
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2016;21,2
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2017;19,2
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2018;16,4
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2019;14,7
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2020;17,8
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2021;16,3
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2022;14,8
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2023;14,8
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2024;13,9
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;27,7
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;23,0
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;20,3
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;19,3
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;14,8
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;14,5
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;14,5
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;17,8
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;15,9
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023;11,9
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024;12,5
Ambos sexos;07 Castilla y León;Educación superior;2014;62,8
Ambos sexos;07 Castilla y León;Educación superior;2015;53,0
Ambos sexos;07 Castilla y León;Educación superior;2016;43,4
Ambos sexos;07 Castilla y León;Educación superior;2017;39,0
Ambos sexos;07 Castilla y León;Educación superior;2018;36,0
Ambos sexos;07 Castilla y León;Educación superior;2019;37,7
Ambos sexos;07 Castilla y León;Educación superior;2020;37,2
Ambos sexos;07 Castilla y León;Educación superior;2021;35,6
Ambos sexos;07 Castilla y León;Educación superior;2022;29,7
Ambos sexos;07 Castilla y León;Educación superior;2023;34,3
Ambos sexos;07 Castilla y León;Educación superior;2024;29,9
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2014;2,1
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2015;1,2
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2016;2,5
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2017;1,8
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2018;1,3
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2019;1,3
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2020;0,8
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2021;1,4
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2022;1,3
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2023;0,9
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2024;0,6
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2014;12,1
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2015;6,8
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2016;8,0
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2017;6,4
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2018;4,7
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2019;2,1
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2020;2,3
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2021;1,6
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2022;3,1
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2023;2,6
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2024;3,8
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2014;37,8
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2015;30,5
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2016;30,2
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2017;24,7
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2018;21,9
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2019;20,8
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2020;19,9
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2021;16,4
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2022;18,9
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2023;17,7
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2024;15,7
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2014;119,7
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2015;117,7
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2016;101,8
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2017;90,4
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2018;77,7
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2019;65,8
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2020;70,7
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2021;62,4
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2022;63,1
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2023;54,9
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2024;54,5
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2014;34,7
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2015;29,3
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2016;25,9
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2017;23,6
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2018;23,2
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2019;19,8
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2020;22,3
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2021;22,6
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2022;19,8
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2023;18,5
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2024;23,1
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;27,5
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;26,6
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;21,0
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;20,6
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;16,3
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;17,3
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;17,4
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;19,2
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;13,1
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023;14,7
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024;14,3
Ambos sexos;08 Castilla - La Mancha;Educación superior;2014;56,8
Ambos sexos;08 Castilla - La Mancha;Educación superior;2015;48,6
Ambos sexos;08 Castilla - La Mancha;Educación superior;2016;42,2
Ambos sexos;08 Castilla - La Mancha;Educación superior;2017;37,6
Ambos sexos;08 Castilla - La Mancha;Educación superior;2018;33,4
Ambos sexos;08 Castilla - La Mancha;Educación superior;2019;32,5
Ambos sexos;08 Castilla - La Mancha;Educación superior;2020;38,1
Ambos sexos;08 Castilla - La Mancha;Educación superior;2021;34,0
Ambos sexos;08 Castilla - La Mancha;Educación superior;2022;30,2
Ambos sexos;08 Castilla - La Mancha;Educación superior;2023;26,9
Ambos sexos;08 Castilla - La Mancha;Educación superior;2024;26,4
Ambos sexos;09 Cataluña;Analfabetos;2014;7,1
Ambos sexos;09 Cataluña;Analfabetos;2015;4,7
Ambos sexos;09 Cataluña;Analfabetos;2016;4,1
Ambos sexos;09 Cataluña;Analfabetos;2017;5,0
Ambos sexos;09 Cataluña;Analfabetos;2018;3,4
Ambos sexos;09 Cataluña;Analfabetos;2019;2,8
Ambos sexos;09 Cataluña;Analfabetos;2020;3,8
Ambos sexos;09 Cataluña;Analfabetos;2021;3,9
Ambos sexos;09 Cataluña;Analfabetos;2022;5,1
Ambos sexos;09 Cataluña;Analfabetos;2023;4,1
Ambos sexos;09 Cataluña;Analfabetos;2024;3,6
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2014;17,9
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2015;21,3
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2016;12,4
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2017;10,9
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2018;10,2
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2019;10,8
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2020;6,7
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2021;10,2
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2022;6,4
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2023;5,1
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2024;7,9
Ambos sexos;09 Cataluña;Educación primaria;2014;107,3
Ambos sexos;09 Cataluña;Educación primaria;2015;85,9
Ambos sexos;09 Cataluña;Educación primaria;2016;75,1
Ambos sexos;09 Cataluña;Educación primaria;2017;57,0
Ambos sexos;09 Cataluña;Educación primaria;2018;37,9
Ambos sexos;09 Cataluña;Educación primaria;2019;39,0
Ambos sexos;09 Cataluña;Educación primaria;2020;37,2
Ambos sexos;09 Cataluña;Educación primaria;2021;25,5
Ambos sexos;09 Cataluña;Educación primaria;2022;32,0
Ambos sexos;09 Cataluña;Educación primaria;2023;27,4
Ambos sexos;09 Cataluña;Educación primaria;2024;28,3
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2014;295,1
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2015;266,8
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2016;221,4
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2017;195,1
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2018;163,3
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2019;164,3
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2020;178,1
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2021;173,1
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2022;154,2
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2023;139,2
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2024;135,0
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2014;97,1
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2015;91,6
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2016;80,3
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2017;73,2
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2018;68,8
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2019;62,0
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2020;76,4
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2021;73,2
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2022;66,3
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2023;63,3
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2024;57,5
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;76,1
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;75,0
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;66,2
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;49,3
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;46,4
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;42,8
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;49,1
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;57,7
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;40,2
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023;41,4
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024;40,2
Ambos sexos;09 Cataluña;Educación superior;2014;172,7
Ambos sexos;09 Cataluña;Educación superior;2015;157,7
Ambos sexos;09 Cataluña;Educación superior;2016;134,1
Ambos sexos;09 Cataluña;Educación superior;2017;116,7
Ambos sexos;09 Cataluña;Educación superior;2018;106,5
Ambos sexos;09 Cataluña;Educación superior;2019;104,8
Ambos sexos;09 Cataluña;Educación superior;2020;131,0
Ambos sexos;09 Cataluña;Educación superior;2021;118,5
Ambos sexos;09 Cataluña;Educación superior;2022;93,7
Ambos sexos;09 Cataluña;Educación superior;2023;103,9
Ambos sexos;09 Cataluña;Educación superior;2024;101,3
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2014;3,6
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2015;1,5
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2016;2,4
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2017;3,1
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2018;2,4
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2019;1,9
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2020;2,8
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2021;4,0
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2022;5,7
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2023;3,6
