Sexo;Comunidades y Ciudades Autónomas;Nivel de formación alcanzado;Periodo;Total
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2017;190,1
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2018;191,1
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2019;193,6
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2020;195,6
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2021;176,8
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2022;196,7
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2023;204,7
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria, con orientación general;2024;205,3
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;94,5
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;110,7
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;104,7
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;104,5
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;109,6
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;106,6
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;103,0
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;115,0
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;118,9
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023;131,2
Ambos sexos;05 Canarias;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024;126,6
Ambos sexos;05 Canarias;Educación superior;2014;319,0
Ambos sexos;05 Canarias;Educación superior;2015;317,7
Ambos sexos;05 Canarias;Educación superior;2016;346,5
Ambos sexos;05 Canarias;Educación superior;2017;353,5
Ambos sexos;05 Canarias;Educación superior;2018;372,1
Ambos sexos;05 Canarias;Educación superior;2019;405,9
Ambos sexos;05 Canarias;Educación superior;2020;417,7
Ambos sexos;05 Canarias;Educación superior;2021;420,0
Ambos sexos;05 Canarias;Educación superior;2022;438,2
Ambos sexos;05 Canarias;Educación superior;2023;422,5
Ambos sexos;05 Canarias;Educación superior;2024;441,4
Ambos sexos;06 Cantabria;Analfabetos;2014;0,2
Ambos sexos;06 Cantabria;Analfabetos;2015;0,2
Ambos sexos;06 Cantabria;Analfabetos;2016;0,1
Ambos sexos;06 Cantabria;Analfabetos;2017;0,5
Ambos sexos;06 Cantabria;Analfabetos;2018;0,3
Ambos sexos;06 Cantabria;Analfabetos;2019;0,5
Ambos sexos;06 Cantabria;Analfabetos;2020;0,5
Ambos sexos;06 Cantabria;Analfabetos;2021;..
Ambos sexos;06 Cantabria;Analfabetos;2022;0,4
Ambos sexos;06 Cantabria;Analfabetos;2023;0,0
Ambos sexos;06 Cantabria;Analfabetos;2024;0,0
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2014;0,8
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2015;0,7
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2016;0,7
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2017;1,1
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2018;0,6
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2019;0,9
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2020;1,4
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2021;1,1
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2022;0,6
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2023;0,5
Ambos sexos;06 Cantabria;Estudios primarios incompletos;2024;1,2
Ambos sexos;06 Cantabria;Educación primaria;2014;14,8
Ambos sexos;06 Cantabria;Educación primaria;2015;9,6
Ambos sexos;06 Cantabria;Educación primaria;2016;7,6
Ambos sexos;06 Cantabria;Educación primaria;2017;7,4
Ambos sexos;06 Cantabria;Educación primaria;2018;7,2
Ambos sexos;06 Cantabria;Educación primaria;2019;4,7
Ambos sexos;06 Cantabria;Educación primaria;2020;4,2
Ambos sexos;06 Cantabria;Educación primaria;2021;4,5
Ambos sexos;06 Cantabria;Educación primaria;2022;2,7
Ambos sexos;06 Cantabria;Educación primaria;2023;3,5
Ambos sexos;06 Cantabria;Educación primaria;2024;3,3
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2014;71,5
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2015;79,3
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2016;77,9
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2017;71,7
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2018;66,4
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2019;69,9
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2020;69,1
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2021;69,7
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2022;67,7
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2023;60,4
Ambos sexos;06 Cantabria;Primera etapa de Educación Secundaria y similar;2024;63,4
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2014;39,9
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2015;35,9
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2016;33,8
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2017;33,4
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2018;39,7
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2019;38,0
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2020;30,7
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2021;30,8
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2022;34,2
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2023;33,3
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria, con orientación general;2024;35,3
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;36,7
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;34,6
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;35,9
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;38,2
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;36,0
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;35,7
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;37,5
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;40,8
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;35,8
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023;34,9
Ambos sexos;06 Cantabria;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024;38,8
Ambos sexos;06 Cantabria;Educación superior;2014;116,0
Ambos sexos;06 Cantabria;Educación superior;2015;116,5
Ambos sexos;06 Cantabria;Educación superior;2016;120,1
Ambos sexos;06 Cantabria;Educación superior;2017;121,9
Ambos sexos;06 Cantabria;Educación superior;2018;119,5
Ambos sexos;06 Cantabria;Educación superior;2019;122,1
Ambos sexos;06 Cantabria;Educación superior;2020;123,4
Ambos sexos;06 Cantabria;Educación superior;2021;129,1
Ambos sexos;06 Cantabria;Educación superior;2022;134,1
Ambos sexos;06 Cantabria;Educación superior;2023;144,8
Ambos sexos;06 Cantabria;Educación superior;2024;143,9
Ambos sexos;07 Castilla y León;Analfabetos;2014;3,8
Ambos sexos;07 Castilla y León;Analfabetos;2015;3,4
Ambos sexos;07 Castilla y León;Analfabetos;2016;2,7
Ambos sexos;07 Castilla y León;Analfabetos;2017;2,5
Ambos sexos;07 Castilla y León;Analfabetos;2018;2,3
Ambos sexos;07 Castilla y León;Analfabetos;2019;1,4
Ambos sexos;07 Castilla y León;Analfabetos;2020;1,5
Ambos sexos;07 Castilla y León;Analfabetos;2021;0,9
Ambos sexos;07 Castilla y León;Analfabetos;2022;2,6
Ambos sexos;07 Castilla y León;Analfabetos;2023;2,7
Ambos sexos;07 Castilla y León;Analfabetos;2024;2,0
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2014;9,3
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2015;10,2
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2016;10,6
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2017;7,8
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2018;8,5
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2019;5,6
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2020;5,4
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2021;4,8
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2022;5,7
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2023;7,1
Ambos sexos;07 Castilla y León;Estudios primarios incompletos;2024;9,4
Ambos sexos;07 Castilla y León;Educación primaria;2014;76,5
Ambos sexos;07 Castilla y León;Educación primaria;2015;75,8
Ambos sexos;07 Castilla y León;Educación primaria;2016;72,8
Ambos sexos;07 Castilla y León;Educación primaria;2017;62,8
Ambos sexos;07 Castilla y León;Educación primaria;2018;60,1
Ambos sexos;07 Castilla y León;Educación primaria;2019;61,9
Ambos sexos;07 Castilla y León;Educación primaria;2020;52,1
Ambos sexos;07 Castilla y León;Educación primaria;2021;49,4
Ambos sexos;07 Castilla y León;Educación primaria;2022;48,2
Ambos sexos;07 Castilla y León;Educación primaria;2023;48,7
Ambos sexos;07 Castilla y León;Educación primaria;2024;42,1
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2014;356,8
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2015;359,0
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2016;352,6
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2017;341,9
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2018;330,1
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2019;323,4
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2020;311,7
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2021;307,4
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2022;306,2
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2023;299,0
Ambos sexos;07 Castilla y León;Primera etapa de Educación Secundaria y similar;2024;306,4
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2014;153,1
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2015;141,6
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2016;145,9
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2017;148,6
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2018;147,3
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2019;140,2
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2020;141,7
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2021;136,4
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2022;148,7
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2023;142,7
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria, con orientación general;2024;136,2
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;132,0
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;127,7
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;138,8
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;136,5
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;136,7
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;130,2
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;127,7
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;140,2
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;136,4
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023;141,7
Ambos sexos;07 Castilla y León;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024;143,8
Ambos sexos;07 Castilla y León;Educación superior;2014;429,5
Ambos sexos;07 Castilla y León;Educación superior;2015;431,0
Ambos sexos;07 Castilla y León;Educación superior;2016;422,8
Ambos sexos;07 Castilla y León;Educación superior;2017;430,9
Ambos sexos;07 Castilla y León;Educación superior;2018;433,0
Ambos sexos;07 Castilla y León;Educación superior;2019;458,6
Ambos sexos;07 Castilla y León;Educación superior;2020;457,0
Ambos sexos;07 Castilla y León;Educación superior;2021;465,2
Ambos sexos;07 Castilla y León;Educación superior;2022;473,6
Ambos sexos;07 Castilla y León;Educación superior;2023;477,9
Ambos sexos;07 Castilla y León;Educación superior;2024;491,5
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2014;4,2
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2015;2,7
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2016;3,9
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2017;3,8
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2018;3,6
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2019;2,8
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2020;1,4
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2021;3,3
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2022;4,7
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2023;2,3
Ambos sexos;08 Castilla - La Mancha;Analfabetos;2024;2,4
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2014;23,8
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2015;18,1
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2016;18,0
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2017;15,1
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2018;14,5
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2019;9,6
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2020;8,8
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2021;8,7
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2022;9,1
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2023;10,0
Ambos sexos;08 Castilla - La Mancha;Estudios primarios incompletos;2024;10,3
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2014;81,2
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2015;73,5
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2016;77,9
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2017;74,7
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2018;71,0
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2019;75,4
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2020;68,8
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2021;63,3
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2022;66,8
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2023;68,7
Ambos sexos;08 Castilla - La Mancha;Educación primaria;2024;58,5
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2014;359,6
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2015;366,3
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2016;366,9
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2017;373,0
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2018;368,0
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2019;348,9
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2020;341,0
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2021;352,3
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2022;349,6
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2023;348,1
Ambos sexos;08 Castilla - La Mancha;Primera etapa de Educación Secundaria y similar;2024;357,0
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2014;137,9
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2015;132,3
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2016;126,2
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2017;125,5
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2018;125,9
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2019;123,4
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2020;122,5
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2021;134,8
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2022;133,6
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2023;127,6
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria, con orientación general;2024;129,7
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;95,5
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;101,4
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;99,2
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;101,1
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;98,1
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;103,2
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;99,9
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;108,3
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;111,3
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023;111,0
Ambos sexos;08 Castilla - La Mancha;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024;110,1
Ambos sexos;08 Castilla - La Mancha;Educación superior;2014;300,9
Ambos sexos;08 Castilla - La Mancha;Educación superior;2015;295,3
Ambos sexos;08 Castilla - La Mancha;Educación superior;2016;291,5
Ambos sexos;08 Castilla - La Mancha;Educación superior;2017;294,1
Ambos sexos;08 Castilla - La Mancha;Educación superior;2018;302,5
Ambos sexos;08 Castilla - La Mancha;Educación superior;2019;321,3
Ambos sexos;08 Castilla - La Mancha;Educación superior;2020;327,5
Ambos sexos;08 Castilla - La Mancha;Educación superior;2021;334,7
Ambos sexos;08 Castilla - La Mancha;Educación superior;2022;345,9
Ambos sexos;08 Castilla - La Mancha;Educación superior;2023;363,5
Ambos sexos;08 Castilla - La Mancha;Educación superior;2024;369,6
Ambos sexos;09 Cataluña;Analfabetos;2014;14,9
Ambos sexos;09 Cataluña;Analfabetos;2015;10,2
Ambos sexos;09 Cataluña;Analfabetos;2016;10,5
Ambos sexos;09 Cataluña;Analfabetos;2017;11,1
Ambos sexos;09 Cataluña;Analfabetos;2018;9,0
Ambos sexos;09 Cataluña;Analfabetos;2019;12,1
Ambos sexos;09 Cataluña;Analfabetos;2020;11,0
Ambos sexos;09 Cataluña;Analfabetos;2021;12,9
Ambos sexos;09 Cataluña;Analfabetos;2022;20,2
Ambos sexos;09 Cataluña;Analfabetos;2023;16,5
Ambos sexos;09 Cataluña;Analfabetos;2024;11,7
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2014;53,7
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2015;52,8
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2016;40,3
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2017;35,5
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2018;38,8
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2019;40,8
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2020;24,1
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2021;34,0
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2022;33,9
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2023;34,8
Ambos sexos;09 Cataluña;Estudios primarios incompletos;2024;33,6
Ambos sexos;09 Cataluña;Educación primaria;2014;321,0
Ambos sexos;09 Cataluña;Educación primaria;2015;276,5
Ambos sexos;09 Cataluña;Educación primaria;2016;265,4
Ambos sexos;09 Cataluña;Educación primaria;2017;252,8
Ambos sexos;09 Cataluña;Educación primaria;2018;209,3
Ambos sexos;09 Cataluña;Educación primaria;2019;184,5
Ambos sexos;09 Cataluña;Educación primaria;2020;168,4
Ambos sexos;09 Cataluña;Educación primaria;2021;169,6
Ambos sexos;09 Cataluña;Educación primaria;2022;176,5
Ambos sexos;09 Cataluña;Educación primaria;2023;178,3
Ambos sexos;09 Cataluña;Educación primaria;2024;144,4
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2014;1.074,9
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2015;1.068,3
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2016;1.025,3
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2017;1.024,0
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2018;1.014,6
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2019;1.035,2
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2020;1.020,0
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2021;1.006,0
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2022;990,3
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2023;993,5
Ambos sexos;09 Cataluña;Primera etapa de Educación Secundaria y similar;2024;994,1
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2014;505,1
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2015;507,8
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2016;535,6
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2017;516,2
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2018;502,2
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2019;510,3
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2020;491,1
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2021;556,1
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2022;555,4
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2023;587,2
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2024;625,6
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;335,5
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;354,5
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;350,5
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;351,4
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;369,4
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;363,0
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;388,9
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;397,0
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;389,9
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023;387,8
Ambos sexos;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024;379,7
Ambos sexos;09 Cataluña;Educación superior;2014;1.499,1
Ambos sexos;09 Cataluña;Educación superior;2015;1.510,7
Ambos sexos;09 Cataluña;Educación superior;2016;1.549,8
Ambos sexos;09 Cataluña;Educación superior;2017;1.591,5
Ambos sexos;09 Cataluña;Educación superior;2018;1.655,3
Ambos sexos;09 Cataluña;Educación superior;2019;1.721,2
Ambos sexos;09 Cataluña;Educación superior;2020;1.714,6
Ambos sexos;09 Cataluña;Educación superior;2021;1.776,6
Ambos sexos;09 Cataluña;Educación superior;2022;1.825,2
Ambos sexos;09 Cataluña;Educación superior;2023;1.920,9
Ambos sexos;09 Cataluña;Educación superior;2024;2.011,6
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2014;8,1
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2015;5,3
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2016;6,1
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2017;6,5
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2018;5,0
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2019;5,5
Ambos sexos;10 Comunitat Valenciana;Analfabetos;2020;8,6
